project_id,bim360_account_id,user_id,service,role,created_at
e8cd7af3-1b00-4bf3-ae5c-729a19eab48d,956c9a49-bc6e-4459-b873-d9ecea0600cb,6df2581b-4b75-4933-be94-bd3aa300b5db,designCollaboration,project_user,2020-06-17 14:43:41.68977
e8cd7af3-1b00-4bf3-ae5c-729a19eab48d,956c9a49-bc6e-4459-b873-d9ecea0600cb,6df2581b-4b75-4933-be94-bd3aa300b5db,documentManagement,project_user,2020-06-17 14:43:41.717178
1cd57720-4869-4fc0-bd79-288ac0bc21a3,956c9a49-bc6e-4459-b873-d9ecea0600cb,842fa23a-c6d2-464b-a499-96598257e971,documentManagement,project_user,2020-06-24 12:12:57.945192
3db9f5b3-4caf-4518-ada3-73683d87cd9f,956c9a49-bc6e-4459-b873-d9ecea0600cb,d69a51d0-dc7a-4cdf-9488-7321333522fa,documentManagement,project_user,2021-08-04 05:03:37.923506
d2ac702a-e935-4f8c-90ee-5bfb9d5b5839,956c9a49-bc6e-4459-b873-d9ecea0600cb,ac7b148a-70e8-449d-8c21-73d6c2a4af56,documentManagement,project_user,2020-07-15 23:48:57.272553
d2ac702a-e935-4f8c-90ee-5bfb9d5b5839,956c9a49-bc6e-4459-b873-d9ecea0600cb,ac7b148a-70e8-449d-8c21-73d6c2a4af56,designCollaboration,project_user,2020-07-15 23:48:57.230862
1484f29b-9c76-41ff-91b7-a2302a50e26d,956c9a49-bc6e-4459-b873-d9ecea0600cb,47c2ffa2-4504-4d84-bf50-0a0dc78743e0,documentManagement,project_user,2020-07-07 14:52:21.631975
3e74a8b5-4240-4872-9a90-df9af08a9ade,956c9a49-bc6e-4459-b873-d9ecea0600cb,268fba2d-7954-45c8-bdcb-d65da34b30fd,documentManagement,project_user,2020-08-24 21:24:20.102856
3e74a8b5-4240-4872-9a90-df9af08a9ade,956c9a49-bc6e-4459-b873-d9ecea0600cb,458eb0b9-3725-4f55-9c6e-f91efd270ecb,documentManagement,project_user,2020-08-24 21:24:20.457451
e8cd7af3-1b00-4bf3-ae5c-729a19eab48d,956c9a49-bc6e-4459-b873-d9ecea0600cb,31328480-3ff7-4689-80b3-3f31a5840a4c,documentManagement,project_user,2020-07-23 20:03:02.625947
e8cd7af3-1b00-4bf3-ae5c-729a19eab48d,956c9a49-bc6e-4459-b873-d9ecea0600cb,31328480-3ff7-4689-80b3-3f31a5840a4c,designCollaboration,project_user,2020-07-23 20:03:02.68454
1cd57720-4869-4fc0-bd79-288ac0bc21a3,956c9a49-bc6e-4459-b873-d9ecea0600cb,522c731a-6a98-434f-8a12-12f8fd2cb74a,documentManagement,project_user,2020-07-22 19:51:31.184317
8f6310be-9858-448f-a355-f4295cad1ea6,956c9a49-bc6e-4459-b873-d9ecea0600cb,522c731a-6a98-434f-8a12-12f8fd2cb74a,documentManagement,project_user,2020-09-09 18:32:17.941245
8f6310be-9858-448f-a355-f4295cad1ea6,956c9a49-bc6e-4459-b873-d9ecea0600cb,d650312f-dba3-4cd6-a022-958e36e5f2a8,documentManagement,project_user,2020-09-09 18:32:18.200727
8f6310be-9858-448f-a355-f4295cad1ea6,956c9a49-bc6e-4459-b873-d9ecea0600cb,bfe0be51-ed5e-4be2-ad49-0401924f11a3,documentManagement,project_user,2020-09-09 18:32:18.39493
08941358-cb24-41cb-93fa-501acce5e184,956c9a49-bc6e-4459-b873-d9ecea0600cb,ee7ff653-b756-4e4c-b78e-f86af61bfbd8,documentManagement,project_user,2020-09-10 21:02:41.461498
08941358-cb24-41cb-93fa-501acce5e184,956c9a49-bc6e-4459-b873-d9ecea0600cb,ee7ff653-b756-4e4c-b78e-f86af61bfbd8,designCollaboration,project_user,2020-09-10 21:02:41.424971
e744d4c7-5159-41ed-87c9-6e09795157fd,956c9a49-bc6e-4459-b873-d9ecea0600cb,076ebd90-2868-426c-b47b-0e5a6d6ee75c,documentManagement,project_user,2020-10-28 21:34:21.283596
e8cd7af3-1b00-4bf3-ae5c-729a19eab48d,956c9a49-bc6e-4459-b873-d9ecea0600cb,d69a51d0-dc7a-4cdf-9488-7321333522fa,documentManagement,project_user,2020-09-14 21:50:50.686183
e8cd7af3-1b00-4bf3-ae5c-729a19eab48d,956c9a49-bc6e-4459-b873-d9ecea0600cb,d69a51d0-dc7a-4cdf-9488-7321333522fa,designCollaboration,project_user,2020-09-14 21:50:50.713966
06a76513-3c57-4892-95e8-6fff1e6f161a,956c9a49-bc6e-4459-b873-d9ecea0600cb,4573cd07-2b7b-4203-b05d-9feb77fbe024,insight,project_admin,2022-04-12 18:49:56.343502
e14cdd99-aa3f-4762-b7af-c1cbb1588c03,956c9a49-bc6e-4459-b873-d9ecea0600cb,bfe0be51-ed5e-4be2-ad49-0401924f11a3,documentManagement,project_user,2020-12-09 13:04:04.456556
e744d4c7-5159-41ed-87c9-6e09795157fd,956c9a49-bc6e-4459-b873-d9ecea0600cb,2a7f3203-dfb7-42a0-aa17-cb510a6d5f57,documentManagement,project_user,2020-11-24 13:30:45.713543
1022c35c-a7a2-4aba-a4be-bd4847dc28fa,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,designCollaboration,project_admin,2020-01-29 13:42:13.235945
cfb54e9d-08da-4a07-b01a-dbfdb41e3972,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,insight,project_admin,2021-06-25 18:34:23.571704
cfb54e9d-08da-4a07-b01a-dbfdb41e3972,956c9a49-bc6e-4459-b873-d9ecea0600cb,842fa23a-c6d2-464b-a499-96598257e971,documentManagement,project_user,2021-06-25 18:34:25.590967
cfb54e9d-08da-4a07-b01a-dbfdb41e3972,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,documentManagement,project_admin,2021-06-25 18:34:23.65606
cfb54e9d-08da-4a07-b01a-dbfdb41e3972,956c9a49-bc6e-4459-b873-d9ecea0600cb,f250799d-f5b7-4d9e-a89b-39a33635d8bb,documentManagement,project_user,2021-06-25 18:34:24.947457
3db9f5b3-4caf-4518-ada3-73683d87cd9f,956c9a49-bc6e-4459-b873-d9ecea0600cb,d650312f-dba3-4cd6-a022-958e36e5f2a8,documentManagement,project_user,2021-09-13 20:12:22.332497
b5adbfc2-9c05-40e5-8e8e-6eff871e720b,956c9a49-bc6e-4459-b873-d9ecea0600cb,ee7ff653-b756-4e4c-b78e-f86af61bfbd8,documentManagement,project_user,2021-09-13 21:30:59.288787
b5adbfc2-9c05-40e5-8e8e-6eff871e720b,956c9a49-bc6e-4459-b873-d9ecea0600cb,32146830-45fe-4e20-bee0-b4f491f2ae12,documentManagement,project_user,2021-09-13 21:30:59.534559
cfb54e9d-08da-4a07-b01a-dbfdb41e3972,956c9a49-bc6e-4459-b873-d9ecea0600cb,ac7b148a-70e8-449d-8c21-73d6c2a4af56,documentManagement,project_user,2021-09-13 21:28:26.185375
b5adbfc2-9c05-40e5-8e8e-6eff871e720b,956c9a49-bc6e-4459-b873-d9ecea0600cb,d69a51d0-dc7a-4cdf-9488-7321333522fa,documentManagement,project_user,2021-09-13 21:28:56.106861
1c627fac-9c0a-4661-85df-fd6ce41d592b,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,documentManagement,project_admin,2020-02-24 21:21:06.995358
1c627fac-9c0a-4661-85df-fd6ce41d592b,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,designCollaboration,project_admin,2020-02-24 21:21:34.997435
1c627fac-9c0a-4661-85df-fd6ce41d592b,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,projectAdministration,project_admin,2020-02-24 21:21:06.92938
1c627fac-9c0a-4661-85df-fd6ce41d592b,956c9a49-bc6e-4459-b873-d9ecea0600cb,89f1c7c3-332b-414a-999d-0c98efc442a2,designCollaboration,project_user,2020-02-24 21:27:05.391583
1c627fac-9c0a-4661-85df-fd6ce41d592b,956c9a49-bc6e-4459-b873-d9ecea0600cb,89f1c7c3-332b-414a-999d-0c98efc442a2,documentManagement,project_user,2020-02-24 21:27:05.323758
d2ac702a-e935-4f8c-90ee-5bfb9d5b5839,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,projectAdministration,project_admin,2020-02-28 16:01:17.439604
d2ac702a-e935-4f8c-90ee-5bfb9d5b5839,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,documentManagement,project_admin,2020-02-28 16:01:17.606794
d2ac702a-e935-4f8c-90ee-5bfb9d5b5839,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,designCollaboration,project_admin,2020-02-28 16:01:42.94741
d2ac702a-e935-4f8c-90ee-5bfb9d5b5839,956c9a49-bc6e-4459-b873-d9ecea0600cb,63674599-9b23-441e-aa82-35d64f4563a3,designCollaboration,project_user,2020-02-28 16:05:32.884465
d2ac702a-e935-4f8c-90ee-5bfb9d5b5839,956c9a49-bc6e-4459-b873-d9ecea0600cb,63674599-9b23-441e-aa82-35d64f4563a3,documentManagement,project_user,2020-02-28 16:05:32.800748
65efe83c-465a-4651-af09-1de46086e6dc,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,documentManagement,project_admin,2019-11-25 20:58:50.938583
65efe83c-465a-4651-af09-1de46086e6dc,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,projectAdministration,project_admin,2019-11-25 20:58:50.877589
72eb6867-c923-4ed1-947a-700ca92639a5,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,designCollaboration,project_admin,2019-11-25 21:32:35.208089
a14ec19a-bdb4-453b-a6f6-f185aa649022,956c9a49-bc6e-4459-b873-d9ecea0600cb,f250799d-f5b7-4d9e-a89b-39a33635d8bb,documentManagement,project_user,2020-01-02 20:15:31.271048
a14ec19a-bdb4-453b-a6f6-f185aa649022,956c9a49-bc6e-4459-b873-d9ecea0600cb,f250799d-f5b7-4d9e-a89b-39a33635d8bb,designCollaboration,project_user,2020-01-02 20:15:31.327331
a14ec19a-bdb4-453b-a6f6-f185aa649022,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,documentManagement,project_admin,2020-01-02 19:51:21.634093
a14ec19a-bdb4-453b-a6f6-f185aa649022,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,projectAdministration,project_admin,2020-01-02 19:51:21.556843
a14ec19a-bdb4-453b-a6f6-f185aa649022,956c9a49-bc6e-4459-b873-d9ecea0600cb,8e107fae-ce0d-48ea-98b6-685cd60c033d,designCollaboration,project_admin,2020-01-02 19:51:54.248344
